title,url,lat,lng,leadtext,content
Winter hike for gourmets,https://www.myswitzerland.com/en-ch/experiences/winter-hike-for-gourmets/,46.83634,9.28611,"Hiking whets the appetite – and so does winter. Clearly, then, this gourmet hike, which unites exercise with eating, is the perfect combination.","Flims village– Lake Cauma – Conn – Trin4 to 8 hours (full day)Families, Groups, Individual, CouplesIndoor and outdoorYesGerman4 - 20CHF 75YesYesMountain Vision AGVia Murschetg 177032 Laax GR 2SwitzerlandPhone+41 (0)81 927 70 07Fax +41 (0)81 927 70 08weissearena@laax.comShow Route"
"Rigidalstock - in the eldorado of via ferrata, Engelberg",https://www.myswitzerland.com/en-ch/experiences/rigidalstock-in-the-eldorado-of-via-ferrata-engelberg/,46.8204,8.4017,,"4 to 8 hours (full day)14+ yearsChildren, FamiliesOutdoorAdventure, Nature, ActiveEngelberg-Titlis Tourismus AGKlosterstrasse 36391 EngelbergSwitzerlandPhone+41 (0)41 639 77 77Fax +41 (0)41 639 77 66welcome@engelberg.chengelberg.chShow Route"
Snow Park/Starterland Trübsee,https://www.myswitzerland.com/en-ch/experiences/starterland-engelberg-titlis/,46.8204,8.4017,In the snow park next to the Alpine Lodge Trübsee guests can really let off steam in the snow. ,"1-2 hours, 2 to 4 hours (half day), 4 to 8 hours (full day)GroupsOutdoorBergbahnen Engelberg-Trübsee-Titlis AGPoststrasse 3Postfach 886391 EngelbergSwitzerlandPhone+41 (0)41 639 50 50titlis@titlis.chtitlis.chShow Route"
"The moon, fondue and Kirsch",https://www.myswitzerland.com/en-ch/experiences/the-moon-fondue-and-kirsch/,46.8204,8.4017,,"1-2 hoursCouples, Families, GroupsOutdoorOn demandNature, Active, CulinaryYesPrime Mountain SportsGerman, Swiss German, English4 - 10CHF 65CHF 65.00 per personYesYesPrime Mountain Sports AGDorfstrasse 34Postfach 4066390 EngelbergSwitzerlandPhone+41 (0)41 637 01 55time@prime-engelberg.chprime-engelberg.chShow Route"
Titlis,https://www.myswitzerland.com/en-ch/experiences/titlis/,46.8204,8.4017,"The journey to the Titlis is truly an adventure in itself. First take the TITLIS Xpress gondola to the middle station, then continue your journey in the TITLIS Rotair, the world’s first revolving cable car, all the way to the top.","All year4 to 8 hours (full day)0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsChildren, Families, Groups, Individual, CouplesOutdoorAdventure, Nature, RelaxBergbahnen Engelberg-Trübsee-Titlis AGPoststrasse 3Postfach 886391 EngelbergSwitzerlandPhone+41 (0)41 639 50 50titlis@titlis.chtitlis.chShow Route"
Culinary treats on the cheese train,https://www.myswitzerland.com/en-ch/experiences/cheese-train/,46.43073,6.91218,"Since 2013, the Cheese train has been looking into the secrets of Switzerland’s most popular dairy product. In wintertime, a special coach of the Montreux-Berner Oberland railway sets course for the Pays-d’Enhaut in the Lake Geneva region.",Groups
Patinoires du Littoral Neuchâtel,https://www.myswitzerland.com/en-ch/experiences/patinoires-du-littoral-neuchatel/,46.99233,6.9293,"The Patinoires du Littoral ice rink complex has two covered ice rinks that are joined together by an ice corridor, enabling skaters to move from one rink to the other during the opening times reserved for public skating.",FixAdults: CHF 6.50Children: CHF 4.50Children under 6: Free
Eisplanade Biel / Bienne,https://www.myswitzerland.com/en-ch/experiences/eisplanade-biel-bienne/,47.13721,7.24601,The Eisplanade is a winter venue in the heart of the town of Biel.,FixAdmission free of charge
Quaderwiese artificial ice rink in the city centre,https://www.myswitzerland.com/en-ch/experiences/quaderwiese-artificial-ice-rink-in-the-city-centre/,46.84926,9.53273,The romantically lit ice rink in front of the Quader Schoolhouse is THE meeting point in winter. Indulging in some ice-skating on a beautifully lit rink accompanied by suitably lovely music in the middle of the city is a wonderful winter experience.,"November - MarchOutdoorActive, Urban"
Kunsteisbahn Weyermannshaus,https://www.myswitzerland.com/en-ch/experiences/kunsteisbahn-weyermannshaus/,46.94796,7.44744,"Weyermannshaus ice rink, with its three separate ice rinks, is a great place for ice skating and ice hockey. Ice skates and skate aids can be hired at the venue.","FixAdults CHF 7.50Adults with a Kulturlegi card CHF 3.00Retirement and disability pension recipients, students and apprentices CHF 6Children aged 6–16 CHF 3.80Children aged 6–16 with a Kulturlegi card CHF 2Family tariff (min. one parent): Third child and all additional children in the family freeSpectators freeBern WelcomeBahnhofplatz 10aPostfach3001 BernSwitzerlandPhone+41 (0)31 328 12 12info@bern.combern.comFacebookShow Route"
Kunsteisbahn Bundesplatz Bern,https://www.myswitzerland.com/en-ch/experiences/bundesplatz-artificial-ice-rink/,46.94796,7.44744,"In winter, the Bundesplatz is transformed into an ice skating paradise.",FixAdmission free of charge.Kunsteisbahn BundesplatzBundesplatz3000 BernSwitzerlandPhone+41 (0)31 351 62 39kunsteisbahnbundesplatz.chShow Route
Kunsteisbahn Bundesplatz Bern,https://www.myswitzerland.com/en-ch/experiences/ice-rink-on-the-parliament-square/,46.94796,7.44744,"In winter, the Bundesplatz is transformed into an ice skating paradise.","OutdoorFixActive, UrbanAdmission free of charge.Kunsteisbahn BundesplatzBundesplatz3000 BernSwitzerlandPhone+41 (0)31 351 62 39kunsteisbahnbundesplatz.chShow Route"
PostFinance Arena Bern,https://www.myswitzerland.com/en-ch/experiences/postfinance-arena/,46.94796,7.44744,"With a spectator capacity of 17,000 seats, the PostFinance Arena – the largest ice stadium in Switzerland and one of the largest halls in Europe – attracts numerous visitors to Bern.",Postfinance-Arena BernMingerstrasse 123014 BernSwitzerlandPhone+41 (0)31 332 56 44Fax +41 (0)31 332 50 50postfinancearena.chShow RouteFree Wi-Fi not availableMicrophone on requestProjection facilities on requestSimultaneous translation equipment on request
Pista Ghiaccio Magadino,https://www.myswitzerland.com/en-ch/experiences/pista-ghiaccio-magadino/,46.14787,8.85583,An artificial ice rink whose motto is “tutti in pista” or “everyone on the ice”.,Fix
Eistraum Davos,https://www.myswitzerland.com/en-ch/experiences/eistraum-davos-1/,46.80748,9.83845,"An ancient sport is undergoing a hip revival in a lot of places: ice skating. It can look back on a long tradition in Davos. Davos World of Ice adventure ice playground, which replaces the natural ice rink, is opening for its third season this winter.",FixAdults: CHF 8 (with guest card)Children (aged 6–16): CHF 6 (with guest card)Davoser SportzentrumTalstrasse 417270 Davos PlatzSwitzerlandPhone+41 (0)81 415 36 00Fax +41 (0)81 415 36 01sportzentrum@davos.chdavos.chShow Route
Rigihalle in Küssnacht am Rigi,https://www.myswitzerland.com/en-ch/experiences/rigihalle-in-kuessnacht-am-rigi-1/,47.08204,8.43996,"The artificial ice rink in the Rigihalle opens for the season every August. Depending on the weather, there is an additional small outdoor rink from October onwards.",FixAdults: CHF 6Young people aged 13 to 19: CHF 5Children aged 6 to 12: CHF 4Children under age 6: free of chargeFamilies CHF 15RigihalleOberdorf 716403 Küssnacht am RigiSwitzerlandPhone+41 (0)41 850 14 80rigihalle.chShow Route
Natural ice field Lavin,https://www.myswitzerland.com/en-ch/experiences/natural-ice-field-lavin/,46.76752,10.11025,Do a few laps on the ice rink in Lavin and enjoy the flair of a typical Lower Engadine village.,FixInformation:scuol-zernez.engadin.com/en/regions-discover/lavin/natureisfeld-lavinEngadin Scuol ZernezVia d'Urtatsch 2Besucherzentrum7530 ZernezSwitzerlandPhone+41 (0)81 856 13 00Show Route
Pista di ghiaccio coperta in Piazza del Sole Bellinzona,https://www.myswitzerland.com/en-ch/experiences/pista-di-ghiaccio-coperta-in-piazza-del-sole-bellinzona/,46.19162,9.02337,"From 3 December to 9 January, in Piazza del Sole, you can once again skate on the ice rink and sledge on the snowtubing track.",13.12.2021 - 09.01.2022FixAdmission priceSkate rental CHF 5
Montreux Ice Rink - skating on the shores of Lake Geneva,https://www.myswitzerland.com/en-ch/experiences/montreux-ice-rink-skating-on-the-shores-of-lake-geneva/,46.43073,6.91218,This 300 m2 ice rink in the Montreux market hall may be used free of charge and is open from early January to mid-April.,
Natural ice field Guarda,https://www.myswitzerland.com/en-ch/experiences/natural-ice-field-guarda/,46.77561,10.1532,"Take a turn on the natural ice field Guarda, in the original Lower Engadine mountain village, on a sunny plateau, high above the valley.",FixWeitere Informationen finden Sie unter engadin.com/de/natureisfeld-guarda
Patinoire couverte - Centre Sportif Vallée de Joux,https://www.myswitzerland.com/en-ch/experiences/patinoire-couverte-le-sentier/,46.60579,6.23103,The indoor ice rink of the Vallée de Joux Sports Centre opens its doors very early in the season. Come and enjoy the ice from September! The wellness area and the ski slopes are just around the corner.,FixAdmission:Adults CHF 6Children* and students CHF 4*free up to age 6Ice skate hire:Adults CHF 5Children: CHF 3Restaurant Lounge du Centre Sportif1347 Le SentierSwitzerlandPhone+41 (0)21 845 73 16Fax +41 (0)21 845 50 08centresportif.chShow Route
Artificial ice rink Thun,https://www.myswitzerland.com/en-ch/experiences/artificial-ice-rink-thun/,46.75798,7.62845,What could possible beat gliding across the ice in winter? In Thun all ice-skating fans are catered for.,
Seehofseeli Davos,https://www.myswitzerland.com/en-ch/experiences/seehofseeli-davos/,46.80748,9.83845,Natural ice rink in the centre of Davos Dorf.,FixFree of charge.
Natureisbahn auf dem Stockhorn,https://www.myswitzerland.com/en-ch/experiences/natureisbahn-auf-dem-stockhorn/,46.66089,7.55317,"When it is especially cold in winter but there is no rain, frozen Lake Hinterstocken on the Stockhorn is used as an ice rink, which makes a trip to the Stockhorn with its panoramic platform a really special treat.",FixFree of charge
Eissportzentrum Lerchenfeld,https://www.myswitzerland.com/en-ch/experiences/eissportzentrum-lerchenfeld/,47.42431,9.37521,,FixChildren (aged 6-16): CHF 3.50Young people in education (aged 16–26): CHF 4.90Adults: CHF 7
Ice rink Nendaz,https://www.myswitzerland.com/en-ch/experiences/eisbahn-des-sportzentrums-nendaz/,46.18352,7.29445,"There is an artificial ice rink for different ice sports, such as figure skating and ice hockey.",FixChild : CHF 4Adult : CHF 6Ice skate hire : CHF 4Centre Sportif de Nendaz1997 Haute-NendazSwitzerlandPhone+41 (0)27 288 16 87centresportif@nendaz.chShow Route
Eiszentrum Luzern,https://www.myswitzerland.com/en-ch/experiences/regionales-eiszentrum-luzern/,47.05117,8.30935,"Eiszentrum Luzern offers the ultimate sport and fun programme. Be inspired by the fun activities on offer, from curling to building snow sculptures.",FixAdults: CHF 10Students/apprentices: CHF 8Children aged 6–15: CHF 5Regionales Eiszentrum Luzern AGEisfeldstrasse 26005 LuzernSwitzerlandPhone+41 (0)41 362 11 00Fax +41 (0)41 362 11 10verkauf@eiszentrum.cheiszentrum.chShow RouteFree Wi-Fi availableMicrophone on requestProjection facilities on requestSimultaneous translation equipment on requestFree Wi-Fi availableMicrophone on requestProjection facilities on requestSimultaneous translation equipment on requestFree Wi-Fi availableMicrophone on requestProjection facilities on requestSimultaneous translation equipment on request
Nendaz,https://www.myswitzerland.com/en-ch/destinations/nendaz/,46.18352,7.29445,"Nendaz lies on a sunny terrace above the Rhone Valley near Sitten (Sion), the capital of the Valais. In winter it has everything a winter sports enthusiast could want, being at the heart of the ‘Four Valleys’ ski region with its 92 transport facilities. During the warmer seasons, it is a holiday resort popular with bikers and hikers.","The terrace of Nendaz, stretching from 1300 m to 1400 m in altitude, commands a fantastic view of the Bernese, Valais and Vaud Alps. A modern holiday resort has grown up all around the centre of this delightful old Valais village with its traditional timber houses, barns and grain stores. Siviez, eight kilometres to the south in the Nendaz valley, also belongs to this community. It is sometimes also called ‘Super Nendaz’ and cableways run from here to Mont Fort, at 3330 m the highest peak of the ‘Les 4 Vallées’ (Four Valleys) ski resort.Nendaz offers a richly varied children’s programme and has been awarded the ‘Families Welcome’ seal of quality. There are child-minding facilities for toddlers; toy hire; craft programmes; footpaths suitable for pushchairs; and playgrounds: absolutely everything for our smaller visitors.Nendaz lies in the broad ‘Four Valleys’ ski region (Verbier, Veysonnaz, Nendaz, La Tsoumaz & Thyon) with 92 transport facilities and 412 km of pistes. The best access to the railways is from Siviez. There are also off-piste activities with 12 km of cross-country ski trails, 100 km of winter hiking trails and 40 km of showshoe tracks.Around Nendaz there are approximately 250 kilometres of hiking trails, a network of paths running from the orchards in the valley up to the high alps. A particular highlight is the excursion by cableway or mountain bike to the glacier terrain on Mont Fort, with its expansive view of 20 four-thousand-metre peaks, including the Matterhorn and Mont Blanc.Owing to the dry climate of the Valais, farmers built a system of irrigation channels across the region centuries ago. Nendaz has the biggest network of these ‘suonen’, some of which are still used, and 98 km of footpath now run along 8 of them. As one of the biggest raspberry and apricot growing areas in Switzerland, Nendaz has dedicated one of the local themed trails to fruit growing. There is also a hike to some of the biggest larch trees in Europe on the Balavaux Alp (Isérables) or, if you have a taste for the exotic, take a stroll through the Japanese Garden.The terrace of Nendaz, stretching from 1300 m to 1400 m in altitude, commands a fantastic view of the Bernese, Valais and Vaud Alps. A modern holiday resort has grown up all around the centre of this delightful old Valais village with its traditional timber houses, barns and grain stores. Siviez, eight kilometres to the south in the Nendaz valley, also belongs to this community. It is sometimes also called ‘Super Nendaz’ and cableways run from here to Mont Fort, at 3330 m the highest peak of the ‘Les 4 Vallées’ (Four Valleys) ski resort. Nendaz offers a richly varied children’s programme and has been awarded the ‘Families Welcome’ seal of quality. There are child-minding facilities for toddlers; toy hire; craft programmes; footpaths suitable for pushchairs; and playgrounds: absolutely everything for our smaller visitors."
Tobogganing water-channel country,https://www.myswitzerland.com/en-ch/experiences/tobogganing-water-channel-country/,46.18352,7.29445,The toboggan piste runs parallel at just a few meters from the Tortin ski run – offering 3-kilometer-long slippery fun for people of all ages.,NV Remontées mécaniques SARoute de la Télécabine 63Case postale 3641997 Haute-NendazSwitzerlandPhone+41 (0)27 289 52 00Fax +41 (0)27 289 55 01info@nvrm.chnvrm.chShow Route
"Natureisbahn Glandenstein, Weissbad",https://www.myswitzerland.com/en-ch/experiences/natureisbahn-glandenstein-weissbad/,47.30979,9.43289,"As soon as temperatures drop low enough, the glorious natural arena in Glandenstein becomes a small but perfect ice skating paradise.","FixThe natural ice rink is free to use. Skate hire at Tennis Club Weissbad, phone ahead to book with Hedy and Hans Dörig, Tel. +41 71 799 11 21."
Kunsteisbahn Margarethen,https://www.myswitzerland.com/en-ch/experiences/kunsteisbahn-margarethen/,47.55565,7.58988,"Margarethen Ice Rink is set in beautiful Margarethen Park and offers two skating areas, one of which is covered.","FixAdults: CHF 7.50Apprentices/students (up to age 25; ID required): CHF 4.50Children, young people (aged 6–16): CHF 3Children up to age 6: Free of chargeSpectators: CHF 1Ice skate hire: CHF 5"
Basel,https://www.myswitzerland.com/en-ch/destinations/basel/,47.55565,7.58988,"Home to 40 museums, the city of culture for connoisseurs has the highest concentration of museums in the country. Basel also has a beautiful Old Town, modern architecture, and the Rhine – an inviting spot to rest a while.","Basel is Switzerland's oldest university city. Historic landmarks of the city include the large market square with its richly decorated red sandstonetown halland the late Romanesque-Gothiccathedral. During a walk through theold town, past small boutiques, antique book shops but also shops of modern designers, a visit to the ""Läckerli Huus"" to try the traditional Basel honey cake is well worth your while. Basel is tradition-conscious and open-minded at the same time, a fact born out by several modern buildings designed by renowned architects such as Herzog & de Meuron, Mario Botta, Diener & Diener and Richard Meyer.Almost 40 museums make Basel the city with the highest density of museums in the country. Internationally known museums, such as theBasel Art Museum, the museum devoted to the iron sculptorJean Tinguely, theFondation Beyelerand theMuseum of Culturesattract a great many visitors, as do several galleries and playhouses. Basel is among other things home to the symphony orchestra and the chamber orchestra as well as the musical theatre featuring international productions. And a wide range of classical and contemporary productions are shown on the stages of the Basel Theatre and the Playhouse.Basel is a green city. TheBotanical Gardens, several parks and the banks of the Rhine are perfect places to relax and linger for a while. And the Etoscha House at thezoooffers spectacular insights into the Namibian Savannah.At nearbyAugusta Rauricanear Augst impressive ruins and a great many finds at the museum bear testimony to the busy lives of the Romans in the region in the past. The charming countryside of the Basel region with its many cherry trees in spring boasts a particularly beautiful display of blooms. Germany and France, the Black Forest and Vosges Mountains are only a stone's throw away from the border city of Basel.The yearlyFasnacht(Carnival) is the most important celebration for the people of Basel. On the Monday following Ash Wednesday the city rises with the ""Morgenstraich"". At four in the morning on the dot all the lights in the city go out and a colourful and brilliant procession through the streets of the city begins.BaselCardMore city for less money.Basel is widely regarded as Switzerland's cultural capital, and with good reason: in this city you will encounter art at every turn, whether you stroll through the beautiful Old Town or visit one of almost 40 museums. What's more, Basel also features top-class modern architecture just waiting to be discovered on a city tour.The Rhine is Basel's unofficial emblem. In summer you will find life in all its facets here as sun worshippers, walkers, students and businesspeople all gather on the shore. The river is a perfect place for a refreshing dip or a pleasant ferry trip; enjoy a taste of the Mediterranean at the Rhine knee.Basel’s central location, first-class public transport connections and modern infrastructure make it a leading venue for trade fairs and conventions. The Congress Center Basel, located right in the middle of the city, is the largest and most modern convention centre in Switzerland. Basel is located in the heart of Europe, straddling the Rhine. The city is at the centre of the idyllic area where the borders of Switzerland, Germany and France converge. Getting here is easy, with the EuroAirport only around 15 minutes from the city centre. Rail passengers can arrive at either the city’s SBB railway station or the Basel Badischer station operated by Deutsche Bahn. The city’s proximity to the border means that visitors can also arrive by TGV and ICE.The news listed here is maintained by the regional / local tourist offices, which is why Switzerland Tourism can not guarantee the content.ChristmasMarketBasel | Münsterplatz & Barfüsserplatz25 November - 23 December 2021https://www.basel.com/en/events/christmas/christmas-marketRegionale 22 | Various locations in Basel25 November 2021 until 9 January 2022https://regionale.org/"
Ägeri on Ice,https://www.myswitzerland.com/en-ch/experiences/aegeri-on-ice/,47.13606,8.58612,"The winter spectacle in Ägerital. Ice skating, eating fondue and Bavarian curling",13.12.2021 - 09.01.2022Fix
Belchenflue vantage point,https://www.myswitzerland.com/en-ch/experiences/belchenflue-vantage-point/,47.38541,7.81932,"The highest point on the Belchenflue at 1,099m above sea level offers incomparable views over the Black Forest, the Vosges and the Alps. For the Celts, the Belchenflue was a marker for determining the positions of the sun, while in the First World War, it served as a key observation point for the Hauenstein fortification.  ","2 to 4 hours (half day)0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsChildren, Families, Groups, Individual, CouplesNot Wheelchair accessibleNatureBaselland TourismusAltmarktstrasse 964410 LiestalPhone+41 (0)61 927 65 44info@baselland-tourismus.chbaselland-tourismus.chShow Route"
Excursion in Basel,https://www.myswitzerland.com/en-ch/experiences/excursion-in-basel/,47.55565,7.58988,"Bern's leap into the Reformation was followed soon after by Basel, but Protestant theology was no new idea in this city. The wealthiest and most literary city in Switzerland in the early 16th century, Basel was home to a highly-regarded university and some of the most important humanist thinkers of its day. Key among those was Erasmus, Father of Renaissance Humanism, whose 1516 edition of the Greek New Testament made the Protestant Reformation possible. Oecolampadius was also from Basel, an expert debater, scholar and consensus-builder, and Froben Printers, the printing house which published the writings of its local scholars. Basel's humanist influence had a profound impact on the thinking of Luther, Zwingli, Thomas More, the Anabaptists and many others.",
The hotspots of urban art,https://www.myswitzerland.com/en-ch/experiences/the-hotspots-of-urban-art/,47.55565,7.58988,Basel offers a wide variety of art and urban discoveries in the public arena.,
Villa Wenkenhof,https://www.myswitzerland.com/en-ch/experiences/villa-wenkenhof/,47.55565,7.58988,With its charming French gardens and English park with sculptures by Richard Serra – both of which can be enjoyed on Sundays – Villa Wenkenhof is Basel’s answer to Versailles in miniature.,Wenkenhof VillaBettingerstrasse 1214125 RiehenSwitzerlandPhone+41 (0)61 601 11 95Fax +41 (0)61 601 11 65Show Route
Basel’s Christmas,https://www.myswitzerland.com/en-ch/experiences/basels-christmas/,47.55565,7.58988,"Stroll through the historic Old Town, past lovingly decorated houses and festively adorned shop windows, and you’ll be charmed by the care that Basel puts into celebrating the Christmas season.",Basel TourismusAeschenvorstadt 364010 BaselSwitzerlandPhone+41 (0)61 268 68 68info@basel.combasel.comShow Route
Rhine Cruises Basel,https://www.myswitzerland.com/en-ch/experiences/rhine-cruises-basle/,47.55565,7.58988,"There is always something to experience aboard the flotilla of the Basle passenger cruise company: lock passages between Basle and Rheinfelden, city and harbour tours, musical Fondue cruises and much more.",Basler Personenschifffahrt AGWestquaistrasse 624057 BaselSwitzerlandPhone+41 (0)61 639 95 00Fax +41 (0)61 639 95 06info@bpg.chbpg.chShow Route
Zoo Basel,https://www.myswitzerland.com/en-ch/experiences/basel-zoo/,47.55565,7.58988,"Opened in 1874 and affectionately known as “Zolli” by the locals, Basel's Zoological Gardens are home to a large number of indigenous and exotic animals. With its fascinating park landscape and lovingly designed enclosures, Basel Zoo is well worth a visit at any time of year.","4 to 8 hours (full day)0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsIndoor, OutdoorEducation, Nature, UrbanZoo BaselBinningerstrasse 404054 BaselSwitzerlandPhone+41 (0)61 295 34 30bankett@zoobasel.chzoobasel.chShow RouteZoo BaselBinningerstrasse 404054 BaselSwitzerlandPhone+41 (0)61 295 35 35Fax +41 (0)61 281 00 05zoo@zoobasel.chzoobasel.chFree Wi-Fi not availableMicrophone on requestProjection facilities on requestSimultaneous translation equipment on requestFree Wi-Fi not availableMicrophone on requestProjection facilities on requestSimultaneous translation equipment on requestFree Wi-Fi not availableMicrophone on requestProjection facilities on requestSimultaneous translation equipment on request"
Museum Tinguely,https://www.myswitzerland.com/en-ch/experiences/museum-tinguely/,47.55565,7.58988,"The Museum Tinguely houses the world’s largest collection of art by Jean Tinguely, famous for his moving mechanical sculptures. Interactive exhibitions explore his influences, the work of his contemporaries and the latest trends.","All year1-2 hours14+ yearsFamilies, Groups, Individual, CouplesIndoorCulture, Education, UrbanGerman, English, FrenchCHF 18Museum TinguelyPaul Sacher-Anlage 14058 BaselSwitzerlandPhone+41 (0)61 681 93 20infos@tinguely.chtinguely.chShow Route"
Kunstmuseum Basel,https://www.myswitzerland.com/en-ch/experiences/expansion-of-the-kunstmuseum-basel/,47.55565,7.58988,"The Kunstmuseum Basel was recently enhanced by a new building, bringing the total to three. Contemporary art is shown in the Kunstmuseum Basel | Gegenwart, about five minutes’ walk from the main building.",CultureKunstmuseum BaselSt. Alban-Graben 164010 BaselSwitzerlandPhone+41 (0)61 206 62 62Fax +41 (0)61 206 62 52pressoffice@kunstmuseumbasel.chkunstmuseumbasel.chShow Route
Läckerli-Huus,https://www.myswitzerland.com/en-ch/experiences/laeckerli-huus/,47.55565,7.58988,,"1-2 hoursGroupsIndoorGerman, English, French, ItalianLäckerli HuusGerbergasse 574001 BaselSwitzerlandPhone+41 (0)61 264 23 00info@laeckerli-huus.chlaeckerli-huus.chShow Route"
The Münster,https://www.myswitzerland.com/en-ch/experiences/the-muenster/,47.55565,7.58988,"The Münster is one of Basel's main sights. Situtated in a promiment position high above the Rhine River, the former episcopal church presides high above the region. ","Groups, Individual, CouplesBasler MünsterMünsterplatz 94051 BaselSwitzerlandPhone+41 (0)61 272 91 57accueil.muenster@erk-bs.chbaslermuenster.chShow Route"
Basel Region,https://www.myswitzerland.com/en-ch/destinations/basel-region/,47.55252,7.59321,"Describing Basel in one word is far from simple. Labels such as Cultural Capital of Switzerland or University City can only be seen as an attempt to give the city, with its wealth of cultural, historical, leisure and enjoyment experiences, a single overarching name.","Christmas in Basel - a Heavenly GiftWith its many glittering shop windows, facades and pine trees, Basel glows in the light of Christmas. Not only the lively Old Town is lit up by the magnificent illuminations, the decorations of shops and the facades of many buildings are also radiant with light. In the heart of the city is the attractive Basel Christmas market with a special atmosphere of its city with more than 100 gaily illuminated stands and wooden booths.Basel Fasnacht - or when a city goes wildThe famous Basel Fasnacht carnival, which lasts for only three days but for which the city prepares for 362 days with a great deal of passion and creativity, is a truly unforgettable experience.Basel - The Heart of EuropeMake Basel the starting point for your tour of Europe and Switzerland. In less than an hour you can reach not only Zurich, Lucerne and Berne but also Strasbourg, Colmar and Freiburg im Breisgau. The Black Forest and Alsace are only a short hop from Basel. In little more than an hour you can also reach the main skiing areas. For Basel is at the heart of Europe.Swimming - in the Rhine!The Rhine is both a vital waterway and a local place for recreation. The Rhine is not only a major trade artery. As a large body of water, the Rhine makes an important environmental and personal impact, contributing greatly to the high quality of life that Basel can offer its guests and residents. Consider the exceptionally mild climate, especially glorious on sunny days, with which the city is blessed. The Rhine offers valuable space to relax, to indulge in sports or just simply to enjoy life.Mediterranean BaselDiscovering Basel is a feast for all the senses. Living where they do at the meeting point of three countries, its people have a great deal of savoir-vivre. Good food and drink are as important to them as art and culture. When the museums and shops close their doors, Basel shows its more exuberant side. Young and old plunge headlong into the lively nightlife of the city. There is something for everybody to enjoy.Hikes and ramblesThe undulating green hills of the Jura, the broad plateaux with their magnificent views, and also the Laufental valley to the south of Basel, are delightful walking areas far away from any hustle and bustle. Here you can enjoy the rural idyll on well-signposted paths. On your way you can take a rest in one of the small farming villages that come into view on the horizon."
Curling Center St.Gallen,https://www.myswitzerland.com/en-ch/experiences/curling-center-stgallen/,47.42431,9.37521,Curling has a long-standing tradition in the city of St. Gallen and the surrounding area. The new curling hall is one of the most modern halls in Switzerland.,FixCurling Center St.GallenZürcherstrasse 152 a9014 St. GallenSwitzerlandPhone+41 (0)71 277 41 17reservation@ccsg.chcurling-stgallen.chShow Route
Horse-drawn sleigh rides in the Roseg valley,https://www.myswitzerland.com/en-ch/experiences/horse-drawn-sleigh-rides-in-the-roseg-valley/,46.49398,9.90192,Travel through the fairytale winter countryside in Val Roseg at two horsepower!,GroupsPontresina Tourist InformationVia Maistra 1337504 PontresinaSwitzerlandPhone+41 (0)81 838 83 00Fax +41 (0)81 838 83 10pontresina@estm.chengadin.stmoritz.chShow Route
Ski school inclusive,https://www.myswitzerland.com/en-ch/experiences/free-childrens-ski-school/,46.77846,9.67711,Now there’s even more reason to book a skiing holiday! All children aged 17 or younger can enjoy free group lessons at the Swiss Snow Sports School in Arosa when you spend at least two nights at a selected hotel or holiday apartment.,FamiliesOutdoor
Mountain experiences with the Mammut Alpine School,https://www.myswitzerland.com/en-ch/experiences/mountain-experiences-with-the-mammut-alpine-school/,0.0,0.0,"The Mammut Alpine School will guide you safely through the Alps and show you Switzerland’s most pristine side. This includes avalanche training courses, snowshoe and ski tours in winter, or hikes and high-altitude tours in summer.","All year2 to 4 hours (half day)GroupsIndoor, OutdoorYesMammut Sports Group AGBirren 55703 SeonSwitzerlandPhone+41 (0)62 769 81 83alpineschool@mammut.chalpineschool.mammut.chShow Route"
P60 Snow Park,https://www.myswitzerland.com/en-ch/experiences/snowpark-p60/,46.80493,9.25613,"Here you’ll find the widest variety of rails, boxes, slides, pyramid walls and industry pipes - all in one run.",Fix
